Date,Country,Cumulative no. of cases,Cumulative no. of deaths,Link
29-06-2009,Poland,14,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Portugal,11,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Qatar,10,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Republic of Korea,202,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Romania,24,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Russia,3,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Samoa,1,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Saudi Arabia,69,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Serbia,5,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Singapore,599,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Slovakia,9,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Slovenia,4,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,South Africa,1,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Spain,541,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Sri Lanka,9,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Suriname,11,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Sweden,67,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Switzerland,49,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Thailand,774,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Trinidad and Tobago,53,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Tunisia,2,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Turkey,27,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Ukraine,1,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,United Arab Emirates,8,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,United Kingdom,4250,1,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,United States of America,27717,127,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Uruguay,195,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Vanuatu,2,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Venezuela,172,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Viet Nam,84,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,West Bank and Gaza Strip,9,0,https://www.who.int/csr/don/2009_06_29/en/
29-06-2009,Yemen,6,0,https://www.who.int/csr/don/2009_06_29/en/
01-07-2009,Algeria,2,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Antigua and Barbuda,2,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Argentina,1587,26,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Australia,4090,7,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Austria,15,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Bahamas,6,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Bahrain,15,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Bangladesh,1,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Barbados,10,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Belgium,47,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,"Bermuda, UKOT",1,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Bolivia,205,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Brazil,680,1,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,"British Virgin Islands,  UKOT",1,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Brunei Darussalam,29,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Bulgaria,10,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Cambodia,6,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Canada,7983,25,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Cap Verde,3,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,"Cayman Islands, UKOT",13,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Chile,6211,12,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,China,1518,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Colombia,93,2,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Costa Rica,279,2,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Cote d'Ivoire,2,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Cuba,46,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Cyprus,48,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Czech Republic,9,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Denmark,55,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Dominica,1,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Dominican Republic,108,2,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Ecuador,163,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Egypt,67,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,El Salvador,226,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Estonia,13,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Ethiopia,2,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Fiji,2,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Finland,26,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,France,277,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,"France, New Caledonia, FOC",6,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,"French Polynesia, FOC",2,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Germany,417,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Greece,92,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Guatemala,254,2,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,"Guernsey, Crown Dependency",5,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Honduras,118,1,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Hungary,10,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Iceland,4,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,India,104,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Indonesia,8,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Iran,1,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Iraq,11,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Ireland,41,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,"Isle of Man, Crown Dependency",1,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Israel,506,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Italy,123,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Jamaica,32,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Japan,1266,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,"Jersey, Crown Dependency",8,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Jordan,20,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Kenya,1,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Kuwait,34,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Laos,3,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Latvia,1,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Lebanon,39,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Lithuania,1,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Luxembourg,4,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Malaysia,112,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,"Martinique, FOC",2,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Mauritius,7,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Mexico,8680,116,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Montenegro,4,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Morocco,17,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Myanmar,1,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Nepal,3,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Netherlands,128,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,"Netherlands Antilles, Curaçao",7,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,"Netherlands Antilles, Sint Maarten",7,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,New Zealand,711,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Nicaragua,293,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Norway,32,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Oman,3,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Panama,417,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Papua New Guinea,1,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Paraguay,96,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Peru,538,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Philippines,861,1,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Poland,15,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Portugal,17,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Qatar,10,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Republic of Korea,202,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Romania,28,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Russia,3,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Saint Lucia,1,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Samoa,1,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Saudi Arabia,81,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Serbia,12,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Singapore,701,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Slovakia,13,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Slovenia,4,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,South Africa,1,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Spain,717,1,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Sri Lanka,15,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Suriname,11,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Sweden,69,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Switzerland,56,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Thailand,1414,3,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Trinidad and Tobago,53,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Tunisia,3,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Turkey,32,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Ukraine,1,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,United Arab Emirates,8,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,United Kingdom,6538,3,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,United States of America,27717,127,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Uruguay,195,1,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Vanuatu,2,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Venezuela,193,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Viet Nam,123,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,West Bank and Gaza Strip,13,0,https://www.who.int/csr/don/2009_07_01a/en/
01-07-2009,Yemen,7,0,https://www.who.int/csr/don/2009_07_01a/en/
03-07-2009,Algeria,5,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Antigua and Barbuda,2,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Argentina,1587,26,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Australia,4568,9,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Austria,15,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Bahamas,6,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Bahrain,15,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Bangladesh,12,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Barbados,12,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Belgium,49,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,"Bermuda, UKOT",1,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Bolivia,283,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Bosnia and Hezegovina,1,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Brazil,737,1,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,"British Virgin Islands,  UKOT",2,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Brunei Darussalam,85,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Bulgaria,10,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Cambodia,7,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Canada,7983,25,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Cap Verde,3,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,"Cayman Islands, UKOT",14,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Chile,7376,14,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,China,1814,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Colombia,101,2,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Costa Rica,227,2,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Cote d'Ivoire,2,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Cuba,73,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Cyprus,70,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Czech Republic,15,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Denmark,63,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Dominica,1,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Dominican Republic,108,2,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Ecuador,163,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Egypt,67,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,El Salvador,253,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Estonia,13,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Ethiopia,3,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Fiji,2,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Finland,43,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,France,300,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,"France, New Caledonia, FOC",6,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,"French Polynesia, FOC",2,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Germany,470,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Greece,109,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Guatemala,254,2,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,"Guernsey, Crown Dependency",5,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Honduras,123,1,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Hungary,11,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Iceland,4,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,India,104,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Indonesia,8,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Iran,1,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Iraq,11,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Ireland,51,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,"Isle of Man, Crown Dependency",1,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Israel,577,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Italy,130,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Jamaica,32,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Japan,1446,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,"Jersey, Crown Dependency",11,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Jordan,22,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Kenya,12,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Kuwait,35,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Laos,3,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Latvia,1,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Lebanon,47,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Lithuania,3,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Luxembourg,4,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Malaysia,112,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Malta,2,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,"Martinique, FOC",2,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Mauritius,1,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Mexico,10262,119,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Montenegro,9,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Morocco,17,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Myanmar,1,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Nepal,5,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Netherlands,134,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,"Netherlands Antilles, Curaçao",8,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,"Netherlands Antilles, Sint Maarten",7,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,"Netherlands, Aruba",5,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,New Zealand,912,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Nicaragua,308,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Norway,41,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Oman,3,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Palau,1,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Panama,417,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Papua New Guinea,1,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Paraguay,103,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Peru,538,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Philippines,1709,1,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Poland,19,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Portugal,27,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Qatar,10,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Republic of Korea,202,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Romania,36,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Russia,3,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Saint Lucia,1,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Samoa,1,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Saudi Arabia,89,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Serbia,15,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Singapore,878,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Slovakia,18,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Slovenia,5,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,South Africa,12,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Spain,760,1,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Sri Lanka,17,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Suriname,11,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Sweden,74,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Switzerland,72,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Thailand,1414,3,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Trinidad and Tobago,53,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Tunisia,3,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Turkey,40,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Uganda,1,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Ukraine,1,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,United Arab Emirates,8,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,United Kingdom,7447,3,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,United States of America,33902,170,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Uruguay,195,1,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Vanuatu,2,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Venezuela,204,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Viet Nam,131,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,West Bank and Gaza Strip,30,0,https://www.who.int/csr/don/2009_07_03/en/
03-07-2009,Yemen,7,0,https://www.who.int/csr/don/2009_07_03/en/
06-07-2009,Algeria,5,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Antigua and Barbuda,2,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Argentina,2485,60,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Australia,5298,10,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Austria,19,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Bahamas,7,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Bahrain,15,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Bangladesh,18,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Barbados,12,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Belgium,54,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,"Bermuda, UKOT",1,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Bolivia,416,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Bosnia and Hezegovina,1,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Brazil,737,1,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,"British Virgin Islands,  UKOT",2,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Brunei Darussalam,124,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Bulgaria,10,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Cambodia,7,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Canada,7983,25,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Cap Verde,3,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,"Cayman Islands, UKOT",14,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Chile,7376,14,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,China,2040,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Colombia,118,2,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Cook Island,1,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Costa Rica,277,3,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Cote d'Ivoire,2,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Croatia,1,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Cuba,85,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Cyprus,109,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Czech Republic,15,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Denmark,66,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Dominica,1,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Dominican Republic,108,2,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Ecuador,204,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Egypt,78,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,El Salvador,319,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Estonia,13,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Ethiopia,3,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Fiji,2,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Finland,47,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,France,310,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,"French Polynesia, FOC",4,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Germany,505,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Greece,151,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,"Guadaloupe, FOC",2,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Guatemala,286,2,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,"Guernsey, Crown Dependency",5,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Guyana,2,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Honduras,123,1,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Hungary,11,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Iceland,4,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,India,129,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Indonesia,20,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,"Iran, Islamic Republic",1,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Iraq,12,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Ireland,74,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,"Isle of Man, Crown Dependency",1,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Israel,681,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Italy,146,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Jamaica,32,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Japan,1790,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,"Jersey, Crown Dependency",11,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Jordan,23,0,https://www.who.int/csr/don/2009_07_06/en/
