Date,Country,Cumulative no. of cases,Cumulative no. of deaths,Link
06-07-2009,Kenya,15,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Kuwait,35,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Laos,5,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Latvia,1,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Lebanon,49,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Libya,1,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Lithuania,3,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Luxembourg,6,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Malaysia,112,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Malta,24,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,"Martinique, FOC",3,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Mauritius,1,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Mexico,10262,119,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Montenegro,10,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Morocco,17,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Myanmar,1,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Nepal,5,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Netherlands,135,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,"Netherlands Antilles, Curaçao",8,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,"Netherlands Antilles, Sint Maarten",7,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,"Netherlands, Aruba",5,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,"New Caledonia, FOC",12,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,New Zealand,1059,3,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Nicaragua,321,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Norway,41,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Oman,4,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Palau,1,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Panama,417,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Papua New Guinea,1,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Paraguay,106,1,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Peru,916,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Philippines,1709,1,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Poland,25,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Portugal,42,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Puerto Rico,18,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Qatar,23,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Republic of Korea,202,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Romania,41,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Russia,3,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Saint Lucia,1,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,"Saint Martin, FOC",1,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Samoa,1,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Saudi Arabia,114,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Serbia,15,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Singapore,1055,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Slovakia,18,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Slovenia,14,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,South Africa,18,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Spain,776,1,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Sri Lanka,19,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Suriname,11,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Sweden,84,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Switzerland,76,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Syria,1,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Thailand,2076,7,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,The former Yugoslav Republic of Macedonia,2,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Trinidad and Tobago,65,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Tunisia,5,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Turkey,40,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Uganda,1,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Ukraine,1,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,United Arab Emirates,8,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,United Kingdom,7447,3,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,United States of America,33902,170,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Uruguay,195,4,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Vanuatu,2,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Venezuela,206,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Viet Nam,181,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Virgin Islands,1,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,West Bank and Gaza Strip,60,0,https://www.who.int/csr/don/2009_07_06/en/
06-07-2009,Yemen,8,0,https://www.who.int/csr/don/2009_07_06/en/
